"","quad","year","quadname","trackID","area","survives","age","distEdgeMin","allEdge","Grazing","Group"
"1","q21",34,"e1q4.1",17,60.71061,0,1,7.70546722412109,0,"No","lb1"
"2","q21",34,"e1q4.1",18,94.36138,1,1,3.34566640853882,0,"No","lb1"
"3","q21",34,"e1q4.1",6,20.27935,1,1,10.3988342285156,0,"No","lb1"
"4","q21",48,"e1q4.1",34,222.0582,1,9,3.02087664604187,0,"No","lb1"
"5","q21",41,"e1q4.1",26,24.69319,0,2,14.3740768432617,0,"No","lb1"
"6","q21",55,"e1q4.1",39,2.899262,0,12,2.80746459960938,1,"No","lb1"
"7","q21",55,"e1q4.1",62,5.467085,1,2,14.793098449707,0,"No","lb1"
"8","q21",55,"e1q4.1",29,10.5062586,0,16,23.1156234741211,0,"No","lb1"
"9","q21",55,"e1q4.1",6,31.0121686,1,22,-0.0344009399414062,0,"No","lb1"
"10","q21",55,"e1q4.1",60,3.721301,1,2,11.6310501098633,0,"No","lb1"
"11","q21",55,"e1q4.1",25,22.258597,1,16,3.70585632324219,0,"No","lb1"
"12","q21",55,"e1q4.1",61,4.899311,1,2,28.4386901855469,0,"No","lb1"
"13","q21",55,"e1q4.1",44,48.9266,1,8,35.7444038391113,0,"No","lb1"
"14","q21",55,"e1q4.1",24,100.924181,1,16,6.45124816894531,0,"No","lb1"
"15","q21",55,"e1q4.1",43,87.473359,1,8,33.4523696899414,0,"No","lb1"
"16","q21",55,"e1q4.1",20,98.38534,1,19,2.00072717666626,0,"No","lb1"
"17","q21",55,"e1q4.1",21,25.635768,1,16,0.559715270996094,0,"No","lb1"
"18","q21",55,"e1q4.1",33,76.733762,1,16,8.70250701904297,0,"No","lb1"
"19","q21",55,"e1q4.1",31,239.813712,1,16,5.45802307128906,0,"No","lb1"
"20","q21",55,"e1q4.1",48,15.58248,1,6,7.13370752334595,0,"No","lb1"
"21","q21",55,"e1q4.1",50,21.017202,1,5,19.6123046875,0,"No","lb1"
"22","q21",55,"e1q4.1",45,175.15199,1,8,0.036452267318964,0,"No","lb1"
"23","q21",55,"e1q4.1",59,7.051533,1,2,4.77152967453003,0,"No","lb1"
"24","q21",55,"e1q4.1",56,15.396774,1,4,34.9436340332031,0,"No","lb1"
"25","q21",55,"e1q4.1",54,25.10104,1,5,-0.0689097791910172,1,"No","lb1"
"26","q21",55,"e1q4.1",34,33.39357,1,16,14.1148071289062,0,"No","lb1"
"27","q21",55,"e1q4.1",22,153.72346,1,16,-0.248802185058594,0,"No","lb1"
"28","q21",55,"e1q4.1",51,55.44404,1,5,0.0223993454128504,0,"No","lb1"
"29","q21",42,"e1q4.1",36,59.97174,1,2,0.435661315917969,0,"No","lb1"
"30","q21",42,"e1q4.1",20,80.06492,1,6,3.51968479156494,0,"No","lb1"
"31","q21",35,"e1q4.1",18,26.41112,1,2,4.23444366455078,0,"No","lb1"
"32","q21",35,"e1q4.1",6,11.0016,1,2,6.01095581054688,0,"No","lb1"
"33","q21",56,"e1q4.1",61,2.945834,0,3,27.5054779052734,0,"No","lb1"
"34","q21",49,"e1q4.1",6,31.510758,1,16,0.13525390625,0,"No","lb1"
"35","q21",49,"e1q4.1",21,70.36552,1,10,0.0183334350585938,0,"No","lb1"
"36","q21",49,"e1q4.1",44,21.36736,1,2,38.1807250976562,0,"No","lb1"
"37","q21",49,"e1q4.1",29,71.62491,1,10,22.4084014892578,0,"No","lb1"
"38","q21",49,"e1q4.1",24,150.0734,1,10,6.84352874755859,0,"No","lb1"
"39","q21",49,"e1q4.1",22,156.62004,1,10,0.120697021484375,0,"No","lb1"
"40","q21",49,"e1q4.1",37,41.09076,1,7,0.895554721355438,0,"No","lb1"
"41","q21",49,"e1q4.1",31,230.9272,1,10,12.1200180053711,0,"No","lb1"
"42","q21",49,"e1q4.1",43,30.65276,1,2,44.3651313781738,0,"No","lb1"
"43","q21",49,"e1q4.1",20,83.22653,1,13,0.723902225494385,0,"No","lb1"
"44","q21",49,"e1q4.1",34,205.59396,1,10,3.32101464271545,0,"No","lb1"
"45","q21",49,"e1q4.1",33,147.6003,1,10,5.05817413330078,0,"No","lb1"
"46","q21",49,"e1q4.1",39,43.94467,1,6,-0.151878356933594,0,"No","lb1"
"47","q21",49,"e1q4.1",25,181.54759,1,10,2.55843353271484,0,"No","lb1"
"48","q21",36,"e1q4.1",18,21.90741,1,3,2.2425012588501,0,"No","lb1"
"49","q21",36,"e1q4.1",6,26.79545,1,3,4.30419158935547,0,"No","lb1"
"50","q21",36,"e1q4.1",19,21.31911,0,1,31.140022277832,0,"No","lb1"
"51","q21",43,"e1q4.1",36,65.02607,1,3,0.380195617675781,0,"No","lb1"
"52","q21",43,"e1q4.1",20,35.93612,1,7,2.99789690971375,0,"No","lb1"
"53","q21",43,"e1q4.1",32,37.38192,1,4,18.1387176513672,0,"No","lb1"
"54","q21",43,"e1q4.1",31,117.36423,1,4,16.8680572509766,0,"No","lb1"
"55","q21",43,"e1q4.1",34,55.68511,1,4,10.0321884155273,0,"No","lb1"
"56","q21",43,"e1q4.1",29,48.98088,1,4,22.8761291503906,0,"No","lb1"
"57","q21",37,"e1q4.1",6,61.78376,1,4,3.96135711669922,0,"No","lb1"
"58","q21",37,"e1q4.1",20,23.94982,1,1,-0.053023025393486,1,"No","lb1"
"59","q21",37,"e1q4.1",18,47.53263,1,4,1.22871077060699,0,"No","lb1"
"60","q21",56,"e1q4.1",50,5.802366,1,6,24.0937271118164,0,"No","lb1"
"61","q21",56,"e1q4.1",21,2.681295,0,17,3.87682342529297,0,"No","lb1"
"62","q21",56,"e1q4.1",48,2.337263,1,7,7.85647630691528,0,"No","lb1"
"63","q21",56,"e1q4.1",56,9.217468,1,5,33.4829635620117,0,"No","lb1"
"64","q21",56,"e1q4.1",51,29.72948,1,6,5.01736307144165,0,"No","lb1"
"65","q21",56,"e1q4.1",54,25.382869,0,6,-0.00251477584242821,1,"No","lb1"
"66","q21",56,"e1q4.1",6,26.135384,1,23,0.491691589355469,0,"No","lb1"
"67","q21",56,"e1q4.1",45,123.858089,1,9,-1.69029819965363,0,"No","lb1"
"68","q21",56,"e1q4.1",44,28.62252,1,9,37.184944152832,0,"No","lb1"
"69","q21",56,"e1q4.1",43,66.520343,1,9,31.4569396972656,0,"No","lb1"
"70","q21",56,"e1q4.1",59,3.603111,0,3,7.25642967224121,0,"No","lb1"
"71","q21",56,"e1q4.1",63,6.223564,0,1,24.8714179992676,0,"No","lb1"
"72","q21",56,"e1q4.1",34,23.451227,1,17,14.7343826293945,0,"No","lb1"
"73","q21",40,"e1q4.1",35,1.679919,0,1,9.76850318908691,0,"No","lb1"
"74","q21",38,"e1q4.1",20,32.74408,1,2,-0.00246053584851325,1,"No","lb1"
"75","q21",38,"e1q4.1",6,107.5887,1,5,2.16246795654297,0,"No","lb1"
"76","q21",38,"e1q4.1",18,74.76353,1,5,-0.00480696465820074,0,"No","lb1"
"77","q21",50,"e1q4.1",20,59.26305,1,14,0.380360454320908,0,"No","lb1"
"78","q21",50,"e1q4.1",44,64.7226,1,3,38.2167663574219,0,"No","lb1"
"79","q21",50,"e1q4.1",21,123.7128,1,11,-0.150230407714844,0,"No","lb1"
"80","q21",50,"e1q4.1",24,179.883,1,11,6.80664825439453,0,"No","lb1"
"81","q21",50,"e1q4.1",6,37.91495,1,17,11.304801940918,0,"No","lb1"
"82","q21",50,"e1q4.1",45,31.535775,1,3,-0.410605669021606,0,"No","lb1"
"83","q21",50,"e1q4.1",33,166.47,1,11,1.61698257923126,0,"No","lb1"
"84","q21",50,"e1q4.1",43,68.243,1,3,40.0037879943848,0,"No","lb1"
"85","q21",39,"e1q4.1",6,130.4947,1,6,4.46022033691406,0,"No","lb1"
"86","q21",39,"e1q4.1",18,68.7293,1,6,0.739922881126404,0,"No","lb1"
"87","q21",50,"e1q4.1",25,157.07834,1,11,0.728080749511719,0,"No","lb1"
"88","q21",50,"e1q4.1",48,9.268274,1,1,-0.646854043006897,1,"No","lb1"
"89","q21",50,"e1q4.1",34,187.96591,1,11,0.76658570766449,0,"No","lb1"
"90","q21",50,"e1q4.1",31,304.2322,1,11,11.5460662841797,0,"No","lb1"
"91","q21",50,"e1q4.1",29,135.0638,1,11,23.5143890380859,0,"No","lb1"
"92","q21",50,"e1q4.1",22,179.18671,1,11,-0.889373779296875,0,"No","lb1"
"93","q21",44,"e1q4.1",24,36.38481,1,5,7.79916381835938,0,"No","lb1"
"94","q21",44,"e1q4.1",39,16.72898,1,1,-0.0793914794921875,1,"No","lb1"
"95","q21",44,"e1q4.1",37,13.3649,1,2,1.85617339611053,0,"No","lb1"
"96","q21",44,"e1q4.1",20,53.67698,1,8,3.58992528915405,0,"No","lb1"
"97","q21",44,"e1q4.1",29,40.25068,1,5,23.0998764038086,0,"No","lb1"
"98","q21",40,"e1q4.1",27,6.226099,0,1,10.532356262207,0,"No","lb1"
"99","q21",40,"e1q4.1",23,4.566133,0,1,4.99559783935547,0,"No","lb1"
"100","q21",40,"e1q4.1",25,12.61773,1,1,13.4485931396484,0,"No","lb1"
"101","q21",40,"e1q4.1",26,12.39471,1,1,15.5029678344727,0,"No","lb1"
"102","q21",40,"e1q4.1",28,3.383582,0,1,16.0047073364258,0,"No","lb1"
"103","q21",40,"e1q4.1",18,4.108584,1,7,8.71293640136719,0,"No","lb1"
"104","q21",40,"e1q4.1",22,3.890927,1,1,1.80271148681641,1,"No","lb1"
"105","q21",40,"e1q4.1",6,2.162604,1,7,9.47710418701172,0,"No","lb1"
"106","q21",40,"e1q4.1",21,10.82159,1,1,1.35154724121094,0,"No","lb1"
"107","q21",40,"e1q4.1",31,18.29435,1,1,31.5701675415039,0,"No","lb1"
"108","q21",40,"e1q4.1",24,6.073464,1,1,6.43527984619141,0,"No","lb1"
"109","q21",40,"e1q4.1",20,8.951324,1,4,4.96682024002075,0,"No","lb1"
"110","q21",40,"e1q4.1",30,13.67272,1,1,19.1975021362305,0,"No","lb1"
"111","q21",40,"e1q4.1",34,5.454968,1,1,16.4496459960938,0,"No","lb1"
"112","q21",40,"e1q4.1",29,6.358289,1,1,23.251823425293,0,"No","lb1"
"113","q21",58,"e1q4.1",50,63.75379,1,8,20.6571502685547,0,"No","lb1"
"114","q21",40,"e1q4.1",33,2.100275,1,1,21.5356750488281,0,"No","lb1"
"115","q21",40,"e1q4.1",32,6.923669,1,1,20.0617904663086,0,"No","lb1"
"116","q21",51,"e1q4.1",20,61.68293,1,15,2.2766580581665,0,"No","lb1"
"117","q21",51,"e1q4.1",54,55.91819,1,1,0.00244166841730475,0,"No","lb1"
"118","q21",51,"e1q4.1",34,261.1350792,1,12,0.584304809570312,0,"No","lb1"
"119","q21",51,"e1q4.1",21,75.31445,1,12,0.00606536865234375,0,"No","lb1"
"120","q21",51,"e1q4.1",39,15.74664,1,8,-0.0306396484375,1,"No","lb1"
"121","q21",51,"e1q4.1",37,39.3545,1,9,-0.443454146385193,0,"No","lb1"
"122","q21",41,"e1q4.1",21,26.21659,1,2,0.00099945068359375,1,"No","lb1"
"123","q21",41,"e1q4.1",18,11.195479,1,8,8.75139141082764,0,"No","lb1"
"124","q21",41,"e1q4.1",20,18.21828,1,5,4.34869003295898,0,"No","lb1"
"125","q21",41,"e1q4.1",22,13.27651,1,2,2.19196319580078,0,"No","lb1"
"126","q21",45,"e1q4.1",24,51.36433,1,6,8.07548522949219,0,"No","lb1"
"127","q21",41,"e1q4.1",25,16.86189,1,2,14.9113693237305,0,"No","lb1"
"128","q21",41,"e1q4.1",6,24.27583,1,8,9.63390350341797,0,"No","lb1"
"129","q21",41,"e1q4.1",36,13.6442,1,1,0.00728607177734375,1,"No","lb1"
"130","q21",41,"e1q4.1",30,15.55598,1,2,20.3862838745117,0,"No","lb1"
"131","q21",41,"e1q4.1",32,13.069055,1,2,21.5877075195312,0,"No","lb1"
"132","q21",41,"e1q4.1",33,19.92944,1,2,15.1023979187012,0,"No","lb1"
"133","q21",41,"e1q4.1",34,6.742374,1,2,16.1682586669922,0,"No","lb1"
"134","q21",51,"e1q4.1",44,30.67334,1,4,39.1596755981445,0,"No","lb1"
"135","q21",51,"e1q4.1",52,4.927645,1,1,31.1108055114746,0,"No","lb1"
"136","q21",53,"e1q4.1",33,76.819587,1,14,10.2464942932129,0,"No","lb1"
"137","q21",53,"e1q4.1",22,325.38392,1,14,-0.456194341182709,0,"No","lb1"
"138","q21",53,"e1q4.1",6,74.7193,1,20,-0.184608459472656,0,"No","lb1"
"139","q21",53,"e1q4.1",43,86.26105,1,6,43.1773567199707,0,"No","lb1"
"140","q21",42,"e1q4.1",24,45.49834,1,3,10.7513122558594,0,"No","lb1"
"141","q21",42,"e1q4.1",30,120.1271,1,3,19.1229934692383,0,"No","lb1"
"142","q21",42,"e1q4.1",29,24.89017,1,3,25.9427719116211,0,"No","lb1"
"143","q21",42,"e1q4.1",22,64.684098,1,3,1.82112121582031,0,"No","lb1"
"144","q21",42,"e1q4.1",25,148.9904,1,3,12.0570983886719,0,"No","lb1"
"145","q21",42,"e1q4.1",31,84.54996,1,3,29.2023544311523,0,"No","lb1"
"146","q21",42,"e1q4.1",34,57.17618,1,3,14.5900421142578,0,"No","lb1"
"147","q21",42,"e1q4.1",32,58.76305,1,3,20.1049728393555,0,"No","lb1"
"148","q21",42,"e1q4.1",18,79.87494,0,9,8.09653472900391,0,"No","lb1"
"149","q21",42,"e1q4.1",33,45.26533,1,3,13.7997913360596,0,"No","lb1"
"150","q21",58,"e1q4.1",51,22.95497,1,8,7.03762483596802,0,"No","lb1"
"151","q21",58,"e1q4.1",43,97.141043,1,11,31.9537734985352,0,"No","lb1"
"152","q21",42,"e1q4.1",6,138.87862,1,9,5.67142486572266,0,"No","lb1"
"153","q21",52,"e1q4.1",43,77.9440357,1,5,40.6456527709961,0,"No","lb1"
"154","q21",52,"e1q4.1",58,0.7334734,0,1,21.8164386749268,0,"No","lb1"
"155","q21",52,"e1q4.1",55,0.7334725,0,1,22.7614841461182,0,"No","lb1"
"156","q21",46,"e1q4.1",29,61.22118,1,7,23.7295837402344,0,"No","lb1"
"157","q21",46,"e1q4.1",20,90.86674,1,10,0.171644762158394,0,"No","lb1"
"158","q21",46,"e1q4.1",21,44.25374,1,7,-0.083740234375,0,"No","lb1"
"159","q21",46,"e1q4.1",24,92.32926,1,7,5.45452880859375,0,"No","lb1"
"160","q21",46,"e1q4.1",25,161.11806,1,7,2.69693756103516,0,"No","lb1"
"161","q21",46,"e1q4.1",42,27.92072,0,1,0.872592985630035,0,"No","lb1"
"162","q21",46,"e1q4.1",22,92.855958,1,7,-0.315971374511719,0,"No","lb1"
"163","q21",46,"e1q4.1",6,74.6874,1,13,1.19425201416016,0,"No","lb1"
"164","q21",43,"e1q4.1",38,4.737876,0,1,34.7867317199707,0,"No","lb1"
"165","q21",43,"e1q4.1",37,15.23958,1,1,2.03443932533264,0,"No","lb1"
"166","q21",43,"e1q4.1",22,48.735547,1,4,0.0512771606445312,0,"No","lb1"
"167","q21",43,"e1q4.1",24,33.06819,1,4,8.60982513427734,0,"No","lb1"
"168","q21",43,"e1q4.1",6,158.22709,1,10,1.72611236572266,0,"No","lb1"
"169","q21",43,"e1q4.1",21,42.08963,1,4,0.00722503662109375,0,"No","lb1"
"170","q21",43,"e1q4.1",30,66.11322,0,4,16.4731597900391,0,"No","lb1"
"171","q21",43,"e1q4.1",25,44.66387,1,4,11.9553756713867,0,"No","lb1"
"172","q21",46,"e1q4.1",39,45.17679,1,3,0.200996398925781,0,"No","lb1"
"173","q21",62,"e1q4.1",33,24.72118,1,23,-0.539216756820679,1,"No","lb1"
"174","q21",62,"e1q4.1",65,119.5489,1,3,8.88055419921875,0,"No","lb1"
"175","q21",62,"e1q4.1",22,72.01628,1,23,-1.56375885009766,0,"No","lb1"
"176","q21",62,"e1q4.1",44,169.6053,1,15,20.380880355835,0,"No","lb1"
"177","q21",62,"e1q4.1",45,81.93637,1,15,1.47245872020721,0,"No","lb1"
"178","q21",43,"e1q4.1",33,61.95958,1,4,8.56161785125732,0,"No","lb1"
"179","q21",59,"e1q4.1",43,382.61131,1,12,29.7490406036377,0,"No","lb1"
"180","q21",52,"e1q4.1",24,253.2338067,1,13,5.50231170654297,0,"No","lb1"
"181","q21",52,"e1q4.1",22,330.1849725,1,13,-0.611671447753906,0,"No","lb1"
"182","q21",52,"e1q4.1",50,25.54877,1,2,18.3070068359375,0,"No","lb1"
"183","q21",52,"e1q4.1",20,75.03025,1,16,2.58084225654602,0,"No","lb1"
"184","q21",52,"e1q4.1",44,38.7887585,1,5,35.5296859741211,0,"No","lb1"
"185","q21",52,"e1q4.1",21,102.8812766,1,13,-0.178581237792969,0,"No","lb1"
"186","q21",52,"e1q4.1",52,10.44833,0,2,29.5332546234131,0,"No","lb1"
"187","q21",52,"e1q4.1",48,73.13472,1,3,-0.660181879997253,0,"No","lb1"
"188","q21",52,"e1q4.1",45,103.5972,1,5,-0.444525599479675,0,"No","lb1"
"189","q21",52,"e1q4.1",54,33.09109,1,2,-0.0956302732229233,0,"No","lb1"
"190","q21",52,"e1q4.1",25,117.7523,1,13,1.24782562255859,0,"No","lb1"
"191","q21",52,"e1q4.1",51,16.81026,1,2,1.78848826885223,0,"No","lb1"
"192","q21",52,"e1q4.1",56,0.7334602,1,1,35.7147903442383,0,"No","lb1"
"193","q21",48,"e1q4.1",22,132.553302,1,9,0.122749328613281,0,"No","lb1"
"194","q21",48,"e1q4.1",21,76.89815,1,9,0.0186309814453125,0,"No","lb1"
"195","q21",48,"e1q4.1",45,4.982909,1,1,1.90850675106049,1,"No","lb1"
"196","q21",52,"e1q4.1",37,25.48101,0,10,9.90816116333008,0,"No","lb1"
"197","q21",52,"e1q4.1",57,11.29833,0,1,-0.183723449707031,1,"No","lb1"
"198","q21",52,"e1q4.1",29,93.36205,1,13,21.4395599365234,0,"No","lb1"
"199","q21",52,"e1q4.1",6,114.50057,1,19,0.147293090820312,0,"No","lb1"
"200","q21",52,"e1q4.1",33,106.93252,1,13,8.34038543701172,0,"No","lb1"
"201","q21",52,"e1q4.1",39,30.47759,1,9,0.251449584960938,1,"No","lb1"
"202","q21",52,"e1q4.1",31,186.1588,1,13,11.9743041992188,0,"No","lb1"
"203","q21",52,"e1q4.1",34,70.41221,1,13,5.57501983642578,0,"No","lb1"
"204","q21",47,"e1q4.1",22,181.474637,1,8,-0.210281372070312,0,"No","lb1"
"205","q21",47,"e1q4.1",6,86.34983,1,14,1.19963073730469,0,"No","lb1"
"206","q21",47,"e1q4.1",34,199.96473,1,8,2.30216979980469,0,"No","lb1"
"207","q21",47,"e1q4.1",29,80.74516,1,8,23.5122680664062,0,"No","lb1"
"208","q21",50,"e1q4.1",37,30.41131,1,8,6.10552930831909,0,"No","lb1"
"209","q21",45,"e1q4.1",21,36.19472,1,6,-0.112060546875,0,"No","lb1"
"210","q21",45,"e1q4.1",31,156.37857,1,6,6.83985137939453,0,"No","lb1"
"211","q21",45,"e1q4.1",6,84.74325,1,12,4.42601013183594,0,"No","lb1"
"212","q21",44,"e1q4.1",21,65.9358,1,5,0.0167770385742188,0,"No","lb1"
"213","q21",44,"e1q4.1",22,84.63659,1,5,0.880821228027344,0,"No","lb1"
"214","q21",45,"e1q4.1",20,65.20275,1,9,1.81819486618042,0,"No","lb1"
"215","q21",45,"e1q4.1",34,127.9049,1,6,5.32408142089844,0,"No","lb1"
"216","q21",45,"e1q4.1",39,16.30665,1,2,0.250617980957031,1,"No","lb1"
"217","q21",60,"e1q4.1",34,19.854898,1,21,10.8705272674561,0,"No","lb1"
"218","q21",65,"e1q4.1",71,14.65802,0,1,-0.285179138183594,1,"No","lb1"
"219","q21",44,"e1q4.1",6,296.2125,1,11,2.42501831054688,0,"No","lb1"
"220","q21",44,"e1q4.1",34,204.0113,1,5,4.85966491699219,0,"No","lb1"
"221","q21",44,"e1q4.1",25,91.35139,1,5,11.2067794799805,0,"No","lb1"
"222","q21",44,"e1q4.1",31,107.60414,1,5,10.9962158203125,0,"No","lb1"
"223","q21",44,"e1q4.1",33,39.45012,1,5,8.90280151367188,0,"No","lb1"
"224","q21",44,"e1q4.1",32,50.26379,1,5,19.0277786254883,0,"No","lb1"
"225","q21",60,"e1q4.1",45,309.69895,1,13,-0.35659322142601,0,"No","lb1"
"226","q21",60,"e1q4.1",43,335.1683,1,13,30.1507873535156,0,"No","lb1"
"227","q21",60,"e1q4.1",44,77.94797,1,13,20.8163757324219,0,"No","lb1"
"228","q21",60,"e1q4.1",50,33.50441,0,10,21.5032196044922,0,"No","lb1"
"229","q21",60,"e1q4.1",51,49.82487,1,10,4.51230144500732,0,"No","lb1"
"230","q21",65,"e1q4.1",34,62.1448,0,26,20.8386688232422,0,"No","lb1"
"231","q21",48,"e1q4.1",24,194.311519,1,9,5.45894622802734,0,"No","lb1"
"232","q21",48,"e1q4.1",47,1.368204,0,1,0.0132346693426371,1,"No","lb1"
"233","q21",58,"e1q4.1",48,13.15728,0,9,3.74432015419006,0,"No","lb1"
"234","q21",58,"e1q4.1",45,170.94523,1,11,0.0380319580435753,0,"No","lb1"
"235","q21",54,"e1q4.1",20,51.62531,1,18,4.61902618408203,0,"No","lb1"
"236","q21",48,"e1q4.1",46,4.978076,0,1,0.0290832947939634,1,"No","lb1"
"237","q21",48,"e1q4.1",25,105.531402,1,9,4.09549713134766,0,"No","lb1"
"238","q21",48,"e1q4.1",33,178.2868,1,9,7.2613730430603,0,"No","lb1"
"239","q21",48,"e1q4.1",29,84.18064,1,9,23.7715759277344,0,"No","lb1"
"240","q21",48,"e1q4.1",31,276.6392,1,9,13.5218734741211,0,"No","lb1"
"241","q21",48,"e1q4.1",37,40.17078,1,6,1.95638632774353,0,"No","lb1"
"242","q21",48,"e1q4.1",39,42.63718,1,5,-0.130386352539062,0,"No","lb1"
"243","q21",48,"e1q4.1",20,74.772,1,12,-0.09833974391222,0,"No","lb1"
"244","q21",48,"e1q4.1",6,42.019971,1,15,0.002716064453125,0,"No","lb1"
"245","q21",48,"e1q4.1",43,17.19372,1,1,46.1606788635254,0,"No","lb1"
"246","q21",45,"e1q4.1",25,68.79275,1,6,11.5021591186523,0,"No","lb1"
"247","q21",51,"e1q4.1",53,6.77513,0,1,23.4344425201416,0,"No","lb1"
"248","q21",45,"e1q4.1",32,28.30066,1,6,19.5466079711914,0,"No","lb1"
"249","q21",46,"e1q4.1",34,121.4433,1,7,4.09275817871094,0,"No","lb1"
"250","q21",46,"e1q4.1",36,29.94918,0,6,0.291366577148438,0,"No","lb1"
"251","q21",46,"e1q4.1",37,34.31045,1,4,1.64931499958038,0,"No","lb1"
"252","q21",45,"e1q4.1",36,5.178696,1,5,6.61637878417969,0,"No","lb1"
"253","q21",45,"e1q4.1",33,71.308229,1,6,8.50992488861084,0,"No","lb1"
"254","q21",62,"e1q4.1",31,378.73061,1,23,11.9675445556641,0,"No","lb1"
"255","q21",51,"e1q4.1",49,7.214721,0,1,13.2342729568481,0,"No","lb1"
"256","q21",59,"e1q4.1",31,357.83314,1,20,10.9656753540039,0,"No","lb1"
"257","q21",66,"e1q4.1",33,9.547928,1,27,4.88224029541016,0,"No","lb1"
"258","q21",66,"e1q4.1",65,106.53741,1,7,3.50280332565308,0,"No","lb1"
"259","q21",66,"e1q4.1",43,179.036424,1,19,5.8565673828125,0,"No","lb1"
"260","q21",66,"e1q4.1",72,9.723453,1,1,14.2682342529297,0,"No","lb1"
"261","q21",53,"e1q4.1",44,48.78994,1,6,35.4701499938965,0,"No","lb1"
"262","q21",53,"e1q4.1",34,68.78559,1,14,3.21236205101013,0,"No","lb1"
"263","q21",53,"e1q4.1",48,32.6278,1,4,0.297117620706558,0,"No","lb1"
"264","q21",53,"e1q4.1",45,77.267789,1,6,0.152835726737976,0,"No","lb1"
"265","q21",61,"e1q4.1",67,38.07064,0,1,10.1330642700195,0,"No","lb1"
"266","q21",61,"e1q4.1",64,56.56981,0,3,-0.281578063964844,0,"No","lb1"
"267","q21",58,"e1q4.1",60,38.08195,1,5,6.68361520767212,0,"No","lb1"
"268","q21",58,"e1q4.1",56,33.02207,0,7,33.9779891967773,0,"No","lb1"
"269","q21",58,"e1q4.1",34,19.40311,1,19,20.1977386474609,0,"No","lb1"
"270","q21",58,"e1q4.1",44,84.53556,1,11,29.2793502807617,0,"No","lb1"
"271","q21",54,"e1q4.1",51,26.65543,1,4,2.49092745780945,0,"No","lb1"
"272","q21",54,"e1q4.1",59,6.279575,1,1,6.37178993225098,0,"No","lb1"
"273","q21",54,"e1q4.1",6,21.56012,1,21,-0.169189453125,0,"No","lb1"
"274","q21",54,"e1q4.1",34,16.21339,1,15,20.4812774658203,0,"No","lb1"
"275","q21",57,"e1q4.1",51,56.02822,1,7,0.648061692714691,0,"No","lb1"
"276","q21",54,"e1q4.1",50,17.86854,1,4,18.1387710571289,0,"No","lb1"
"277","q21",47,"e1q4.1",21,98.5202,1,8,-0.0437164306640625,0,"No","lb1"
"278","q21",47,"e1q4.1",20,83.94311,1,11,0.134583011269569,0,"No","lb1"
"279","q21",67,"e1q4.1",65,49.44142,1,8,10.4402418136597,0,"No","lb1"
"280","q21",67,"e1q4.1",33,51.49289,1,28,0.991401672363281,0,"No","lb1"
"281","q21",67,"e1q4.1",43,328.07433,1,20,30.3533630371094,0,"No","lb1"
"282","q21",67,"e1q4.1",72,76.145,0,2,10.6224670410156,0,"No","lb1"
"283","q21",67,"e1q4.1",51,48.38406,0,17,-0.251358717679977,0,"No","lb1"
"284","q21",67,"e1q4.1",31,140.5719,1,28,9.66132354736328,0,"No","lb1"
"285","q21",46,"e1q4.1",31,203.60124,1,7,7.80423736572266,0,"No","lb1"
"286","q21",46,"e1q4.1",32,40.97149,1,7,16.6672821044922,0,"No","lb1"
"287","q21",46,"e1q4.1",41,2.615691,0,1,0.544113159179688,1,"No","lb1"
"288","q21",46,"e1q4.1",33,86.60283,1,7,9.17465591430664,0,"No","lb1"
"289","q21",51,"e1q4.1",24,221.98857,1,12,5.33395385742188,0,"No","lb1"
"290","q21",51,"e1q4.1",51,9.992653,1,1,2.95136308670044,0,"No","lb1"
"291","q21",51,"e1q4.1",29,71.32917,1,12,21.2618408203125,0,"No","lb1"
"292","q21",46,"e1q4.1",40,4.207047,0,1,-0.180152893066406,1,"No","lb1"
